web-scraper-order,web-scraper-start-url,computer_condition,brand,price,processor_ram_storage
"1732298179-1345","https://www.expat-dakar.com/ordinateurs?page=41","Venant","Dell","255 000 F Cfa","Dell Latitude 5520 - I5 11th | 16GB RAM | 512"
"1732298179-1346","https://www.expat-dakar.com/ordinateurs?page=41","Venant","Autre","310 000 F Cfa","LG Gram 13Z990 - I7 8th | 16GB Ram | 256 - Tactile"
"1732298179-1347","https://www.expat-dakar.com/ordinateurs?page=41","Venant","HP","360 000 F Cfa","HP EliteBook 830 G9 X360 - I5 12th | 16GB RAM | 512"
"1732298179-1348","https://www.expat-dakar.com/ordinateurs?page=41","Venant","Dell","370 000 F Cfa","Dell Latitude 7430 X360 - I7 12th | 32GB RAM | 512"
"1732298179-1349","https://www.expat-dakar.com/ordinateurs?page=41","Venant","Dell","190 000 F Cfa","Dell Latitude 5401 - I5 9th | 16GB RAM | 256"
"1732298179-1350","https://www.expat-dakar.com/ordinateurs?page=41","Venant","HP","135 000 F Cfa","HP PROBOOK 440 G5"
"1732298188-1351","https://www.expat-dakar.com/ordinateurs?page=40","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298188-1352","https://www.expat-dakar.com/ordinateurs?page=40","D'occasion","Apple","100 000 F Cfa","Apple MacBook Pro 16 pouces 2008"
"1732298188-1353","https://www.expat-dakar.com/ordinateurs?page=40","Neuf","MSI","1 000 000 F Cfa","MSI Creator 17 RTX 3080"
"1732298188-1354","https://www.expat-dakar.com/ordinateurs?page=40","Neuf","Apple","230 000 F Cfa","Macbook air 2015"
"1732298188-1355","https://www.expat-dakar.com/ordinateurs?page=40","Neuf","HP","155 000 F Cfa","Hp 255 g8 500giga 4giga neuf scellé"
"1732298188-1356","https://www.expat-dakar.com/ordinateurs?page=40","Neuf","Apple","2 300 000 F Cfa","MacBook Pro with Apple M3 Max 16 Pouces 2023"
"1732298188-1357","https://www.expat-dakar.com/ordinateurs?page=40","Neuf","HP","650 000 F Cfa","HP Zbook Firefly 16 inch G10 Mobile Workstation"
"1732298188-1358","https://www.expat-dakar.com/ordinateurs?page=40","Venant","Apple","450 000 F Cfa","MacBook Pro Touch Bar 2020 Puce M1"
"1732298188-1359","https://www.expat-dakar.com/ordinateurs?page=40","Neuf","Dell","650 000 F Cfa","Dell Précision 3590 Ultra 7 de 14 eme Génération"
"1732298188-1360","https://www.expat-dakar.com/ordinateurs?page=40","Neuf","HP","850 000 F Cfa","HP Victus Gamer cor i7 de 12th gen"
"1732298188-1361","https://www.expat-dakar.com/ordinateurs?page=40","Neuf","Lenovo","390 000 F Cfa","Lenovo ThinkPad E15 cor i7 de 11th gen"
"1732298197-1362","https://www.expat-dakar.com/ordinateurs?page=39","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298197-1363","https://www.expat-dakar.com/ordinateurs?page=39","Venant","Lenovo","150 000 F Cfa","Ordinateur"
"1732298197-1364","https://www.expat-dakar.com/ordinateurs?page=39","Neuf","HP","220 000 F Cfa","HP ELITEBOOK"
"1732298197-1365","https://www.expat-dakar.com/ordinateurs?page=39","Neuf","HP","425 000 F Cfa","Ho Probook 440 G9 14 pouces"
"1732298197-1366","https://www.expat-dakar.com/ordinateurs?page=39","Neuf","ASUS","350 000 F Cfa","ASUS ZenBook Flip13"
"1732298197-1367","https://www.expat-dakar.com/ordinateurs?page=39","Neuf","Lenovo","160 000 F Cfa","LENOVO W 360"
"1732298197-1368","https://www.expat-dakar.com/ordinateurs?page=39","Venant","Apple","450 000 F Cfa","MacBook Pro 2019"
"1732298197-1369","https://www.expat-dakar.com/ordinateurs?page=39","Venant","MSI","490 000 F Cfa","MSI prestige 14 Pc gamer"
"1732298197-1370","https://www.expat-dakar.com/ordinateurs?page=39","Neuf","Dell","600 000 F Cfa","DELL LATITUDE  7440 I7-13GEN/16GO/512SSD"
"1732298197-1371","https://www.expat-dakar.com/ordinateurs?page=39","Venant","Dell","249 000 F Cfa","DELL LATITUDE 5410 CORE I5 10 TH GENERATION"
"1732298197-1372","https://www.expat-dakar.com/ordinateurs?page=39","Venant","Lenovo","100 000 F Cfa","Bureau lenovo core i3 7th disk 500go ram 8gb"
"1732298206-1373","https://www.expat-dakar.com/ordinateurs?page=38","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298206-1374","https://www.expat-dakar.com/ordinateurs?page=38","Réconditionné","Dell","250 000 F Cfa","X360 tactile Dell 7390 core i7 8 ème"
"1732298206-1375","https://www.expat-dakar.com/ordinateurs?page=38","Neuf","Dell","150 000 F Cfa","Dell 7280 i5 tactile"
"1732298206-1376","https://www.expat-dakar.com/ordinateurs?page=38","Neuf","HP","100 000 F Cfa","Hp x360 11 g3 tactile et rotatif"
"1732298206-1377","https://www.expat-dakar.com/ordinateurs?page=38","Neuf","ASUS","950 000 F Cfa","ASUS ROG Strix G16 (2024)"
"1732298206-1378","https://www.expat-dakar.com/ordinateurs?page=38","Neuf","HP","550 000 F Cfa","hp victus i5 24go RAM rtx3050"
"1732298206-1379","https://www.expat-dakar.com/ordinateurs?page=38","Venant","Apple","500 000 F Cfa","MacBook Air M2"
"1732298206-1380","https://www.expat-dakar.com/ordinateurs?page=38","Venant","HP","190 000 F Cfa","HP ELITEBOOK 850 G8"
"1732298206-1381","https://www.expat-dakar.com/ordinateurs?page=38","Venant","Apple","400 000 F Cfa","MacBook Pro Touchbar i5 2019 13.3 pouces"
"1732298206-1382","https://www.expat-dakar.com/ordinateurs?page=38","Neuf","HP","230 000 F Cfa","Hp Elite x2 1013 G3 i5 hybride 8th génération"
"1732298206-1383","https://www.expat-dakar.com/ordinateurs?page=38","Neuf","Dell","450 000 F Cfa","Ordinateur Dell 5430"
"1732298216-1384","https://www.expat-dakar.com/ordinateurs?page=37","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298216-1385","https://www.expat-dakar.com/ordinateurs?page=37","Venant","Dell","50 000 F Cfa","Ordinateur Dell optiplex 7010 - i5"
"1732298216-1386","https://www.expat-dakar.com/ordinateurs?page=37","Venant","Dell","35 000 F Cfa","Ordinateur Dell Optiplex 7010 Mt - i3"
"1732298216-1387","https://www.expat-dakar.com/ordinateurs?page=37","Neuf","Alogic","425 000 F Cfa","Clarity Pro Touch 27"" UHD 4K"
"1732298216-1388","https://www.expat-dakar.com/ordinateurs?page=37","Venant","Lenovo","550 000 F Cfa","Lenovo Legion Go"
"1732298216-1389","https://www.expat-dakar.com/ordinateurs?page=37","Neuf","HP","250 000 F Cfa","HP ELITEBOOK 1030 G2 i5 7th Gen 13.3 Pouce"
"1732298216-1390","https://www.expat-dakar.com/ordinateurs?page=37","Neuf","Autre","950 000 F Cfa","Razer Blade 17' RTX 3080Ti"
"1732298216-1391","https://www.expat-dakar.com/ordinateurs?page=37","Neuf","Acer","1 200 000 F Cfa","Acer Predator Helios Neo 16"" (2023)"
"1732298216-1392","https://www.expat-dakar.com/ordinateurs?page=37","Neuf","MSI","950 000 F Cfa","Msi Alpha 17"" (2023)"
"1732298216-1393","https://www.expat-dakar.com/ordinateurs?page=37","Venant","Apple","1 250 000 F Cfa","MacBook Pro 16"" M3 Pro (2023)"
"1732298216-1394","https://www.expat-dakar.com/ordinateurs?page=37","Neuf","Apple","350 000 F Cfa","MacBook Air M1 2020"
"1732298227-1395","https://www.expat-dakar.com/ordinateurs?page=36","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298227-1396","https://www.expat-dakar.com/ordinateurs?page=36","Venant","Apple","495 000 F Cfa","MacBook Pro 2019 16 Pouces"
"1732298227-1397","https://www.expat-dakar.com/ordinateurs?page=36","D'occasion","HP","1 F Cfa","HP ELITEBOOK 840 G7 I5"
"1732298227-1398","https://www.expat-dakar.com/ordinateurs?page=36","Venant","HP","1 F Cfa","Écran Ordinateur HP 27fw Full"
"1732298227-1399","https://www.expat-dakar.com/ordinateurs?page=36","Venant","Dell","180 000 F Cfa","DELL Latitiude 7300  Cor i5"
"1732298227-1400","https://www.expat-dakar.com/ordinateurs?page=36","Venant","HP","135 000 F Cfa","HP ProBook 650 G2 Intel i5 6th Gen"
"1732298227-1401","https://www.expat-dakar.com/ordinateurs?page=36","Neuf","Lenovo","225 000 F Cfa","Lenovo Thinkpad E14 AMD Ryzen 5 Pro"
"1732298227-1402","https://www.expat-dakar.com/ordinateurs?page=36","Venant","Dell","175 000 F Cfa","𝗗𝗘𝗟𝗟 𝗟𝗔𝗧𝗜𝗧𝗨𝗗𝗘 𝟱𝟰𝟬𝟬 | 𝗖𝗢𝗥𝗘 𝗜𝟱 | 𝟴𝗚𝗲𝗻 | 𝗧𝗔𝗖𝗧𝗜𝗟𝗘"
"1732298227-1403","https://www.expat-dakar.com/ordinateurs?page=36","Venant","HP","1 150 000 F Cfa","Pc gamer 64Go ram Rtx 3070"
"1732298227-1404","https://www.expat-dakar.com/ordinateurs?page=36","Venant","Acer","50 000 F Cfa","Ordinateur portable Acer one 10"
"1732298227-1405","https://www.expat-dakar.com/ordinateurs?page=36","Réconditionné","Fujitsu","99 000 F Cfa","Ordinateur portable fujitsu stylistic q736 core i5"
"1732298237-1406","https://www.expat-dakar.com/ordinateurs?page=35","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298237-1407","https://www.expat-dakar.com/ordinateurs?page=35","Venant","HP","260 000 F Cfa","HP elitbook 840 g6 i7 ram 32go"
"1732298237-1408","https://www.expat-dakar.com/ordinateurs?page=35","Neuf","Apple","760 000 F Cfa","MacBook Air M2"
"1732298237-1409","https://www.expat-dakar.com/ordinateurs?page=35","Neuf","HP","150 000 F Cfa","Promo☄️Hp EliteBook 840 Corei5 256ssd Ram8"
"1732298237-1410","https://www.expat-dakar.com/ordinateurs?page=35","Neuf","Apple","690 000 F Cfa","MacBook pro m1 16go /1to"
"1732298237-1411","https://www.expat-dakar.com/ordinateurs?page=35","Venant","Dell","70 000 F Cfa","HP i5 6eme gen disc 500g ram 8g"
"1732298237-1412","https://www.expat-dakar.com/ordinateurs?page=35","Venant","Apple","250 000 F Cfa","iMac i5 /1terra /"
"1732298237-1413","https://www.expat-dakar.com/ordinateurs?page=35","Venant","Apple","900 000 F Cfa","MacBook M1 Pro 16 pouces"
"1732298237-1414","https://www.expat-dakar.com/ordinateurs?page=35","Neuf","HP","490 000 F Cfa","Hp EliteBook 850 G8 i7 11th Génération"
"1732298237-1415","https://www.expat-dakar.com/ordinateurs?page=35","Neuf","Apple","600 000 F Cfa","MacBook Air M2 13.3 pouces 512 ram 8Go"
"1732298237-1416","https://www.expat-dakar.com/ordinateurs?page=35","Venant","Dell","110 000 F Cfa","Dell latitude core i3 6ieme génération"
"1732298248-1417","https://www.expat-dakar.com/ordinateurs?page=34","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298248-1418","https://www.expat-dakar.com/ordinateurs?page=34","Venant","HP","","HP PROBOOK 640 G5"
"1732298248-1419","https://www.expat-dakar.com/ordinateurs?page=34","Neuf","Apple","","iMac 27''"
"1732298248-1420","https://www.expat-dakar.com/ordinateurs?page=34","Venant","Apple","400 000 F Cfa","❇Mac Pro TouchBar ✅ i5- 256Go SSD ✅"
"1732298248-1421","https://www.expat-dakar.com/ordinateurs?page=34","Neuf","Lenovo","550 000 F Cfa","Lenovo t14s i7 13th gen 4"
"1732298248-1422","https://www.expat-dakar.com/ordinateurs?page=34","Neuf","Autre","3 800 000 F Cfa","PC GAMER TRÈS PUISSANT 🏅"
"1732298248-1423","https://www.expat-dakar.com/ordinateurs?page=34","Venant","Dell","135 000 F Cfa","Dell 5570 i5 6th ram 8"
"1732298248-1424","https://www.expat-dakar.com/ordinateurs?page=34","Venant","Dell","1 F Cfa","Dell optiplex 3050/3060 i3/i5 6th/7th 3.40GHz"
"1732298248-1425","https://www.expat-dakar.com/ordinateurs?page=34","Neuf","HP","200 000 F Cfa","Hp EliteBook 840 G6 Corei5 256ssd Ram8"
"1732298248-1426","https://www.expat-dakar.com/ordinateurs?page=34","Venant","MSI","595 000 F Cfa","GAMER MSI GS66 STEALTH CORE I7 VRAM 8Go"
"1732298248-1427","https://www.expat-dakar.com/ordinateurs?page=34","Neuf","HP","250 000 F Cfa","Hp EliteBook 1030x360 Corei7 512ssd Ram16"
"1732298257-1428","https://www.expat-dakar.com/ordinateurs?page=33","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298257-1429","https://www.expat-dakar.com/ordinateurs?page=33","Venant","HP","135 000 F Cfa","HP probook 650 g2 i5 ram 8"
"1732298257-1430","https://www.expat-dakar.com/ordinateurs?page=33","Venant","Apple","1 F Cfa","MacBook 2015 I5"
"1732298257-1431","https://www.expat-dakar.com/ordinateurs?page=33","Venant","Apple","","MacBook 2015 I5"
"1732298257-1432","https://www.expat-dakar.com/ordinateurs?page=33","Venant","HP","","HP EliteBook 8eme Génération"
"1732298257-1433","https://www.expat-dakar.com/ordinateurs?page=33","Venant","HP","","HP Elite x2 1013 G3"
"1732298257-1434","https://www.expat-dakar.com/ordinateurs?page=33","Venant","HP","","HP Elite X2 1012 G2 Détachable"
"1732298257-1435","https://www.expat-dakar.com/ordinateurs?page=33","Venant","HP","30 000 F Cfa","HP Probook 6460b core i3 en liquidation"
"1732298257-1436","https://www.expat-dakar.com/ordinateurs?page=33","Venant","Lenovo","255 000 F Cfa","Lenovo ThinkBook 15 Gen 2 - I5 11th | 8GB RAM | 256"
"1732298257-1437","https://www.expat-dakar.com/ordinateurs?page=33","Venant","Dell","305 000 F Cfa","Dell Latitude 5520 - I7 11th | 16GB RAM | 512"
"1732298257-1438","https://www.expat-dakar.com/ordinateurs?page=33","Venant","HP","410 000 F Cfa","HP ZBook Firefly 15 G7 - I7 10th | 16GB RAM | 512"
"1732298266-1439","https://www.expat-dakar.com/ordinateurs?page=32","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298266-1440","https://www.expat-dakar.com/ordinateurs?page=32","Neuf","Microsoft Surface","3 499 000 F Cfa","Surface Studio 2+"
"1732298266-1441","https://www.expat-dakar.com/ordinateurs?page=32","Neuf","Autre","1 649 000 F Cfa","Razer Blade 16” i9 32GB"
"1732298266-1442","https://www.expat-dakar.com/ordinateurs?page=32","Neuf","Apple","2 799 000 F Cfa","Mac Studio M2 ULTRA"
"1732298266-1443","https://www.expat-dakar.com/ordinateurs?page=32","Neuf","Apple","1 649 000 F Cfa","MacBook Pro 16  M3 PRO"
"1732298266-1444","https://www.expat-dakar.com/ordinateurs?page=32","Neuf","Apple","2 699 000 F Cfa","Macbook pro 16 M3 MAX 48GB RAM"
"1732298266-1445","https://www.expat-dakar.com/ordinateurs?page=32","Neuf","Apple","425 000 F Cfa","Mac Book Air M1 ssd 256 Gb Ram 16 Gb"
"1732298266-1446","https://www.expat-dakar.com/ordinateurs?page=32","Neuf","Apple","475 000 F Cfa","Mac Book Pro Puce M1 Touch Bar"
"1732298266-1447","https://www.expat-dakar.com/ordinateurs?page=32","Neuf","Lenovo","105 000 F Cfa","Dell Latitude 3189 x 360 Yoga Tactile"
"1732298266-1448","https://www.expat-dakar.com/ordinateurs?page=32","Venant","HP","","HP SPECTRE 12 X2"
"1732298266-1449","https://www.expat-dakar.com/ordinateurs?page=32","Venant","Lenovo","135 000 F Cfa","Lenovo L470 i5 7th ram 8"
"1732298276-1450","https://www.expat-dakar.com/ordinateurs?page=31","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298276-1451","https://www.expat-dakar.com/ordinateurs?page=31","Venant","Apple","180 000 F Cfa","MacBook Air 2014 i5"
"1732298276-1452","https://www.expat-dakar.com/ordinateurs?page=31","Neuf","Lenovo","325 000 F Cfa","Lonovo L14 /512G/32G"
"1732298276-1453","https://www.expat-dakar.com/ordinateurs?page=31","Réconditionné","HP","160 000 F Cfa","HP ELITEBOOK 840 G4 I7 TACTILE"
"1732298276-1454","https://www.expat-dakar.com/ordinateurs?page=31","Réconditionné","Dell","125 000 F Cfa","DELL LATITUDE E5550 I5 15.6"" TACTILE +PAVE"
"1732298276-1455","https://www.expat-dakar.com/ordinateurs?page=31","D'occasion","Lenovo","60 000 F Cfa","Lenovo yoga 11e 4go 128go 11,6''"
"1732298276-1456","https://www.expat-dakar.com/ordinateurs?page=31","Neuf","HP","150 000 F Cfa","ORDINATEURS PORTABLE HP ELITEBOOK 840 G3 (PROMO🔥🔥🔥)"
"1732298276-1457","https://www.expat-dakar.com/ordinateurs?page=31","Venant","Apple","245 000 F Cfa","IMAC 2015 CORE I5 21.5 POUCES"
"1732298276-1458","https://www.expat-dakar.com/ordinateurs?page=31","Neuf","Dell","1 F Cfa","DELL ONE LINE"
"1732298276-1459","https://www.expat-dakar.com/ordinateurs?page=31","D'occasion","HP","130 000 F Cfa","Hp elitebook 840 g3"
"1732298276-1460","https://www.expat-dakar.com/ordinateurs?page=31","Neuf","Lenovo","749 000 F Cfa","Lenovo T16 gen 2 R5 PRO 16GB SSD 1TB"
"1732298285-1461","https://www.expat-dakar.com/ordinateurs?page=30","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298285-1462","https://www.expat-dakar.com/ordinateurs?page=30","Venant","Lenovo","340 000 F Cfa","Lenovo X1 Carbon gen 8"
"1732298285-1463","https://www.expat-dakar.com/ordinateurs?page=30","Venant","Lenovo","470 000 F Cfa","Lenovo thinkbook 14s yoga"
"1732298285-1464","https://www.expat-dakar.com/ordinateurs?page=30","Venant","Dell","350 000 F Cfa","Dell XPS 15"
"1732298285-1465","https://www.expat-dakar.com/ordinateurs?page=30","Neuf","Dell","500 000 F Cfa","DELL GAMER G5 I7/16GO/256SSD+1TO/GTX1660TI"
"1732298285-1466","https://www.expat-dakar.com/ordinateurs?page=30","Venant","HP","89 900 F Cfa","HP probook 500 giga ram 4"
"1732298285-1467","https://www.expat-dakar.com/ordinateurs?page=30","Neuf","Lenovo","700 000 F Cfa","LENOVO IDEAPAD GAMING I5-12GEN/16GO/512/RTX3050"
"1732298285-1468","https://www.expat-dakar.com/ordinateurs?page=30","Neuf","HP","480 000 F Cfa","Hp ZBook Gamer Corei7 1To Ram32 Rtx 4Giga dédié"
"1732298285-1469","https://www.expat-dakar.com/ordinateurs?page=30","Neuf","HP","150 000 F Cfa","Promo☄️Hp EliteBook 840 Corei5 256ssd Ram8"
"1732298285-1470","https://www.expat-dakar.com/ordinateurs?page=30","Venant","Dell","250 000 F Cfa","Dell precision 7520 tactile gamer 4go dédier"
"1732298285-1471","https://www.expat-dakar.com/ordinateurs?page=30","Venant","Dell","","Dell Latitude 5540 - I5 13th | 16GB RAM | 512"
"1732298295-1472","https://www.expat-dakar.com/ordinateurs?page=29","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298295-1473","https://www.expat-dakar.com/ordinateurs?page=29","Venant","Lenovo","250 000 F Cfa","Lenovo legion gamer gtx 1050 4go"
"1732298295-1474","https://www.expat-dakar.com/ordinateurs?page=29","Venant","HP","180 000 F Cfa","HP Elitebook 840 G5 Cor i5"
"1732298295-1475","https://www.expat-dakar.com/ordinateurs?page=29","Réconditionné","Dell","90 000 F Cfa","Dell venant des etats unis"
"1732298295-1476","https://www.expat-dakar.com/ordinateurs?page=29","Neuf","Dell","105 000 F Cfa","Dell Latitude Tactile pliable 3190 2-in-1"
"1732298295-1477","https://www.expat-dakar.com/ordinateurs?page=29","Neuf","HP","200 000 F Cfa","✅ Hp i5- Ram 8Go- NEUF"
"1732298295-1478","https://www.expat-dakar.com/ordinateurs?page=29","Neuf","HP","370 000 F Cfa","Ordinateur HP 15-DY2703DX i5"
"1732298295-1479","https://www.expat-dakar.com/ordinateurs?page=29","Neuf","HP","285 000 F Cfa","Hp Laptop 15S Intel Core I3"
"1732298295-1480","https://www.expat-dakar.com/ordinateurs?page=29","Venant","Lenovo","410 000 F Cfa","Lenovo P1 gen 3"
"1732298295-1481","https://www.expat-dakar.com/ordinateurs?page=29","Venant","Dell","160 000 F Cfa","Dell latitude 7320"
"1732298295-1482","https://www.expat-dakar.com/ordinateurs?page=29","Venant","HP","","HP EliteBook X360 1030 G2 13"
"1732298305-1483","https://www.expat-dakar.com/ordinateurs?page=28","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298305-1484","https://www.expat-dakar.com/ordinateurs?page=28","Neuf","HP","150 000 F Cfa","Promo☄️Hp EliteBook 840 Corei5 256ssd Ram8Giga"
"1732298305-1485","https://www.expat-dakar.com/ordinateurs?page=28","Venant","Apple","270 000 F Cfa","Macbook air 2020"
"1732298305-1486","https://www.expat-dakar.com/ordinateurs?page=28","Neuf","Dell","500 000 F Cfa","Dell Xps 9315 -I7-12gen/16go/512ssd"
"1732298305-1487","https://www.expat-dakar.com/ordinateurs?page=28","Neuf","Microsoft Surface","275 000 F Cfa","Surface pro 7 I5-/8go/256ssd"
"1732298305-1488","https://www.expat-dakar.com/ordinateurs?page=28","Venant","Dell","145 000 F Cfa","Dell 3480 tactile i5 7th ram 8"
"1732298305-1489","https://www.expat-dakar.com/ordinateurs?page=28","Venant","Acer","300 000 F Cfa","Acer aspire 5 11th Génération"
"1732298305-1490","https://www.expat-dakar.com/ordinateurs?page=28","Neuf","Acer","250 000 F Cfa","Acer swift I5/8GO/256SSD"
"1732298305-1491","https://www.expat-dakar.com/ordinateurs?page=28","Neuf","HP","395 000 F Cfa","Promo Hp 1040 G8 core i7 de 11th génératio"
"1732298305-1492","https://www.expat-dakar.com/ordinateurs?page=28","Neuf","HP","2 750 000 F Cfa","HP 15-DW1197NIA Core i3"
"1732298305-1493","https://www.expat-dakar.com/ordinateurs?page=28","Neuf","HP","97 000 F Cfa","Hp probook G3 duo core CPU-Pen"
"1732298314-1494","https://www.expat-dakar.com/ordinateurs?page=27","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298314-1495","https://www.expat-dakar.com/ordinateurs?page=27","Venant","HP","210 000 F Cfa","HP Elitebook 840 G6 cor i5 de 8th"
"1732298314-1496","https://www.expat-dakar.com/ordinateurs?page=27","Venant","HP","240 000 F Cfa","HP Elitebook 840 G6 cor i7 de 8th gen"
"1732298314-1497","https://www.expat-dakar.com/ordinateurs?page=27","Venant","Apple","125 000 F Cfa","MacBook Pro core i7 année 2011"
"1732298314-1498","https://www.expat-dakar.com/ordinateurs?page=27","Venant","Apple","450 000 F Cfa","Macbook Pro M1/8GO/256GO"
"1732298314-1499","https://www.expat-dakar.com/ordinateurs?page=27","Venant","HP","250 000 F Cfa","HP ENVY X360 RYZEN 5 /8GO/256SSD"
"1732298314-1500","https://www.expat-dakar.com/ordinateurs?page=27","Venant","HP","","Ordinateur de bureau"
"1732298314-1501","https://www.expat-dakar.com/ordinateurs?page=27","Neuf","HP","235 000 F Cfa","Hp EliteBook 840 g6 i5 TACTILE"
"1732298314-1502","https://www.expat-dakar.com/ordinateurs?page=27","Venant","Apple","450 000 F Cfa","MacBook Pro 2020 i5 Touchbar 13.3 inch"
"1732298314-1503","https://www.expat-dakar.com/ordinateurs?page=27","Venant","Apple","380 000 F Cfa","MacBook Pro Touchbar 2018 i5 13.3 pouces"
"1732298314-1504","https://www.expat-dakar.com/ordinateurs?page=27","Venant","Dell","185 000 F Cfa","Dell latitude 7490 i7 8th Génération Tactile et non Tactile"
"1732298323-1505","https://www.expat-dakar.com/ordinateurs?page=26","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298323-1506","https://www.expat-dakar.com/ordinateurs?page=26","Venant","Apple","500 000 F Cfa","Macbook Pro m1/8GO/512Go"
"1732298323-1507","https://www.expat-dakar.com/ordinateurs?page=26","Neuf","Dell","495 000 F Cfa","Dell latitude 7340 ( 2024 )   i5/ 8GB / 256 SSD"
"1732298323-1508","https://www.expat-dakar.com/ordinateurs?page=26","Neuf","HP","850 000 F Cfa","HP EliteBook 840 G10 Notebook i7 16GB SSD 512"
"1732298323-1509","https://www.expat-dakar.com/ordinateurs?page=26","Neuf","Dell","600 000 F Cfa","Dell latitude 7440 core i7 13th Gen ( 2024 )"
"1732298323-1510","https://www.expat-dakar.com/ordinateurs?page=26","Neuf","Lenovo","750 000 F Cfa","Lenovo T14  Gen 5 ( fin 2024 )  Ultra 5"
"1732298323-1511","https://www.expat-dakar.com/ordinateurs?page=26","Neuf","HP","1 150 000 F Cfa","Hp Zbook Power 15.6  G10  i7 / 32GB / 1T ssd  RTX A1000"
"1732298323-1512","https://www.expat-dakar.com/ordinateurs?page=26","Neuf","Dell","950 000 F Cfa","Dell Latitude 5450 ( tacile ) Ultra 7   32GB /512 SSD"
"1732298323-1513","https://www.expat-dakar.com/ordinateurs?page=26","Neuf","Apple","850 000 F Cfa","MacBook Air M3"
"1732298323-1514","https://www.expat-dakar.com/ordinateurs?page=26","Neuf","HP","780 000 F Cfa","HP Pavillon All-in-One cor i7 de 12th"
"1732298323-1515","https://www.expat-dakar.com/ordinateurs?page=26","Venant","Lenovo","250 000 F Cfa","Lenovo X1 Yoga cor i5 de 8th gen"
"1732298331-1516","https://www.expat-dakar.com/ordinateurs?page=25","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298331-1517","https://www.expat-dakar.com/ordinateurs?page=25","Venant","HP","215 000 F Cfa","✅HP G8 - i7 ❇ 16Go Ram- 15 Pouces"
"1732298331-1518","https://www.expat-dakar.com/ordinateurs?page=25","Venant","Dell","220 000 F Cfa","✅Dell Tactile- i5- 16Go Ram ✅"
"1732298331-1519","https://www.expat-dakar.com/ordinateurs?page=25","Venant","Apple","750 000 F Cfa","MacBook Pro M1/16Go/512 Go"
"1732298331-1520","https://www.expat-dakar.com/ordinateurs?page=25","Neuf","MSI","140 000 F Cfa","Ecran PC Gamer incurvé 24 pouces 180Hz FHD 1ms MSI"
"1732298331-1521","https://www.expat-dakar.com/ordinateurs?page=25","D'occasion","Apple","300 000 F Cfa","MacBook Air M1 2020 presque neuf"
"1732298331-1522","https://www.expat-dakar.com/ordinateurs?page=25","Neuf","Dell","450 000 F Cfa","Dell latitude 9520 i7 2in1"
"1732298331-1523","https://www.expat-dakar.com/ordinateurs?page=25","Venant","Microsoft Surface","325 000 F Cfa","Surface Pro 7 - I7 | 16GB RAM | 256"
"1732298331-1524","https://www.expat-dakar.com/ordinateurs?page=25","Venant","Apple","1 250 000 F Cfa","MacBook Pro  M2 Max Chip 14'' pouce, 32GB RAM, 1TB SSD"
"1732298331-1525","https://www.expat-dakar.com/ordinateurs?page=25","Venant","Lenovo","420 000 F Cfa","Lenovo Thinkpad P14s"
"1732298331-1526","https://www.expat-dakar.com/ordinateurs?page=25","Venant","Apple","480 000 F Cfa","Macbook Pro M1/16Go/256 GO"
"1732298342-1527","https://www.expat-dakar.com/ordinateurs?page=24","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732298342-1528","https://www.expat-dakar.com/ordinateurs?page=24","Neuf","HP","150 000 F Cfa","Promo☄️Hp EliteBook 840 Corei5 256ssd  Ram8"
"1732298342-1529","https://www.expat-dakar.com/ordinateurs?page=24","Neuf","Lenovo","350 000 F Cfa","Lenovo ideapad 3 ryzen 7 /12Go/512ssd"
"1732298342-1530","https://www.expat-dakar.com/ordinateurs?page=24","Neuf","ASUS","350 000 F Cfa","ASUS VIVOBOOK I7-10GEN/16GO/512SSD"
"1732298342-1531","https://www.expat-dakar.com/ordinateurs?page=24","Venant","Apple","125 000 F Cfa","2012 MacBook Pro core i7, 8g, 500g disque dure"
